Student_ID,Age,Gender,Year_of_Study,Department,Residence_Type,Attendance_Percent,Study_Hours_Per_Day,Previous_GPA,Backlogs,Sleep_Hours,Screen_Time_Hours,Exercise_Freq_Per_Week,Social_Activity_Score,Part_Time_Job,Family_Income_Bracket,Financial_Stress_Score,Family_Support_Score,Stress_Level,Anxiety_Score,Motivation_Score,Peer_Pressure_Score,Counseling_Access,Burnout_Level,Dropout_Risk
STU00604,17,Male,2,Arts,Hostel,94.4,7.5,5.65,0.0,,3.1,1,1.0,No,Middle,7.3,8.6,5.2,5.1,2.2,4.4,No,Low,No
STU00605,17,Male,3,Business,Hostel,41.6,2.9,5.84,0.0,5.6,6.5,1,3.5,No,Middle,5.4,7.1,3.0,8.8,4.0,5.4,Yes,High,Yes
STU00606,24,Male,4,Science,Hostel,64.9,1.7,5.17,1.0,5.3,6.5,2,3.3,No,Middle,5.6,9.8,5.2,5.9,7.4,5.1,Yes,Medium,Yes
STU00607,18,Female,4,Arts,PG/Rented,84.5,5.9,2.75,3.0,5.5,6.7,1,4.7,No,Lower-Middle,2.3,7.6,10.0,5.8,6.2,,No,Medium,Yes
STU00608,24,Female,1,Medicine,Hostel,91.2,2.6,6.68,3.0,6.1,0.5,2,6.2,No,High,5.3,6.3,,3.4,2.9,7.1,Yes,Low,No
STU00609,23,Female,3,Science,PG/Rented,71.7,3.5,6.2,1.0,,5.6,1,6.5,Yes,High,7.3,3.2,3.3,7.9,3.6,1.3,No,High,Yes
STU00610,18,Male,2,Engineering,Day Scholar,67.8,,6.34,1.0,8.2,5.2,2,8.0,Yes,High,0.9,2.9,5.1,4.5,,4.9,No,Low,No
STU00611,22,Female,4,Engineering,PG/Rented,96.3,3.0,5.38,0.0,7.7,2.8,4,6.9,No,High,4.1,8.8,5.3,0.5,,5.3,No,Low,No
STU00612,22,Male,2,Engineering,PG/Rented,89.9,2.8,7.93,0.0,9.5,0.8,3,2.4,No,Upper-Middle,6.4,7.7,3.5,5.9,3.2,3.7,Yes,Low,No
STU00613,19,Male,1,Business,Day Scholar,90.9,1.2,10.0,0.0,7.2,5.3,1,7.1,No,High,5.4,9.7,3.0,6.6,6.5,5.7,No,Low,No
STU00614,18,Female,3,Law,Hostel,,2.2,5.63,1.0,6.4,7.8,2,8.5,No,Upper-Middle,2.7,8.5,8.2,4.3,4.6,5.8,Yes,Low,No
STU00615,17,Female,2,Business,Hostel,94.7,2.8,8.76,0.0,5.5,0.5,2,8.4,No,Middle,5.9,5.7,6.5,0.1,4.6,6.7,No,Low,No
STU00616,22,Male,4,Engineering,Hostel,48.8,1.2,7.31,1.0,5.6,3.7,0,2.6,Yes,Upper-Middle,2.3,1.4,4.5,2.5,3.0,4.3,No,High,Yes
STU00617,21,Male,4,Science,Day Scholar,95.0,1.4,6.85,1.0,7.0,5.8,5,4.6,No,High,3.0,7.8,3.2,4.7,6.8,4.1,No,Low,No
STU00618,25,Male,3,Arts,Hostel,77.0,3.3,6.32,0.0,4.7,8.0,3,6.9,No,Upper-Middle,3.2,4.3,4.5,4.1,4.5,5.6,No,Medium,No
STU00619,17,Male,1,Engineering,Hostel,79.9,0.2,6.68,2.0,6.5,4.8,3,2.7,,Middle,8.5,6.1,,6.0,4.8,4.1,No,High,Yes
STU00620,23,Female,3,Business,Day Scholar,63.8,1.8,8.41,3.0,6.2,9.7,4,1.6,No,Low,1.2,7.4,4.3,6.3,7.6,1.5,Yes,Medium,Yes
STU00621,21,,1,Business,PG/Rented,50.8,6.3,5.21,0.0,5.1,1.6,5,5.6,No,Upper-Middle,1.3,5.1,9.6,4.0,7.7,6.2,No,Low,No
STU00622,21,Female,1,Science,Hostel,79.6,2.6,6.41,1.0,4.6,1.1,1,3.6,No,High,5.7,4.7,6.0,1.9,4.0,0.8,No,Low,No
STU00623,18,Female,4,Engineering,,86.3,2.4,8.55,0.0,10.0,7.7,2,,Yes,Lower-Middle,5.2,5.8,4.3,8.2,6.1,5.3,No,Medium,No
STU00624,19,Male,1,Engineering,Hostel,88.5,2.6,8.18,1.0,4.1,0.5,2,7.5,Yes,Lower-Middle,3.9,2.0,6.9,6.2,7.4,9.6,Yes,Medium,No
STU00625,23,Male,2,Arts,PG/Rented,86.9,2.7,,,6.1,6.5,1,5.3,,Lower-Middle,5.0,4.2,3.6,6.5,5.1,5.6,Yes,Medium,Yes
STU00626,22,Male,4,Engineering,Day Scholar,83.5,4.1,6.54,1.0,8.0,4.9,4,4.0,No,Middle,2.6,4.2,4.7,5.8,6.9,3.1,No,Low,No
STU00627,18,Male,2,Arts,Hostel,64.1,4.0,7.82,2.0,7.0,3.5,0,3.1,Yes,Lower-Middle,5.2,6.0,1.8,7.4,4.8,3.6,No,Medium,Yes
STU00628,22,Male,1,Business,Hostel,89.5,2.6,7.73,3.0,5.5,4.6,5,5.3,No,Middle,5.5,4.4,8.0,,4.8,5.2,No,High,Yes
STU00629,18,Female,4,Business,Hostel,62.5,2.9,8.17,0.0,4.4,,0,6.0,No,High,7.8,5.4,5.1,6.8,3.5,4.5,No,Medium,Yes
STU00630,18,Male,1,Law,Hostel,94.6,5.3,7.34,0.0,6.4,4.8,1,5.7,No,,,5.5,3.9,6.5,,6.0,No,Low,No
STU00631,18,Other,3,Arts,PG/Rented,76.7,0.8,7.57,0.0,2.2,5.5,2,2.0,No,Lower-Middle,4.4,10.0,,6.4,4.5,7.4,No,Medium,Yes
STU00632,19,Male,4,Engineering,PG/Rented,77.2,3.1,7.28,1.0,6.5,4.6,1,6.0,No,High,2.1,,3.4,2.4,3.8,7.1,No,Low,No
STU00633,18,Female,4,Arts,Day Scholar,91.0,3.4,9.01,1.0,6.3,4.2,0,6.4,Yes,Middle,5.9,6.2,,5.3,3.3,2.2,Yes,Medium,Yes
STU00634,20,Female,3,Science,PG/Rented,93.0,2.0,6.21,1.0,7.8,,0,4.3,No,Low,4.7,7.5,4.7,5.9,5.7,4.5,No,Medium,No
STU00635,25,Female,2,Science,Hostel,89.6,3.0,6.87,1.0,,9.2,0,7.1,No,Middle,4.6,8.5,3.1,,3.4,5.5,No,Medium,No
STU00636,22,Female,1,Engineering,Day Scholar,65.7,,5.38,0.0,5.7,4.9,1,3.3,Yes,Middle,1.3,7.1,4.2,5.2,4.0,7.5,No,High,Yes
STU00637,17,Female,4,Law,PG/Rented,89.4,4.2,5.1,1.0,6.9,7.3,3,7.6,No,Upper-Middle,5.2,4.2,5.1,7.4,7.2,5.2,No,Medium,Yes
STU00638,24,Female,4,Business,Hostel,65.8,1.1,7.25,0.0,6.5,3.4,5,5.3,No,High,6.0,6.2,5.3,1.7,6.4,3.1,Yes,Low,Yes
STU00639,23,Female,2,Engineering,PG/Rented,89.8,4.9,5.79,1.0,4.2,2.6,1,4.0,No,Lower-Middle,7.3,4.4,2.9,3.4,,5.4,No,Medium,No
STU00640,19,Female,1,Engineering,Hostel,56.6,3.1,6.72,0.0,5.2,6.5,0,4.4,No,Lower-Middle,3.8,5.8,5.0,6.0,7.0,8.1,No,High,Yes
STU00641,17,Male,1,Engineering,Hostel,76.6,2.5,9.06,0.0,8.3,5.0,0,7.0,No,Low,,6.2,6.7,5.9,5.6,4.0,No,Medium,Yes
STU00642,21,Male,1,Science,Hostel,65.7,1.6,8.98,1.0,6.6,8.0,3,5.5,No,Upper-Middle,3.8,8.8,,3.4,7.9,3.1,No,Medium,No
STU00643,20,Female,3,Engineering,Day Scholar,91.0,4.8,,0.0,3.7,,3,6.3,Yes,Upper-Middle,7.1,4.8,4.5,7.1,8.5,4.4,Yes,Medium,Yes
STU00644,24,Female,2,Engineering,Day Scholar,94.7,2.2,9.09,0.0,7.5,7.3,3,7.1,No,Middle,8.2,4.6,,4.6,2.1,3.2,Yes,Medium,Yes
STU00645,17,Female,4,Medicine,PG/Rented,81.0,1.3,10.0,1.0,3.8,7.3,1,3.9,No,Lower-Middle,7.6,4.9,5.0,4.6,7.1,6.2,No,Medium,No
STU00646,17,Female,3,Business,Day Scholar,80.5,4.9,7.41,0.0,5.7,0.5,0,5.3,Yes,High,6.5,5.2,2.7,4.8,8.9,3.2,Yes,Low,No
STU00647,20,Other,1,Engineering,PG/Rented,88.6,1.8,5.54,1.0,7.0,6.5,1,,No,High,4.9,5.8,4.4,7.9,5.9,7.1,Yes,Medium,No
STU00648,24,Male,3,Engineering,PG/Rented,94.8,3.0,5.4,1.0,8.0,7.4,6,7.0,No,Lower-Middle,5.3,7.2,7.1,7.4,6.9,5.5,No,Medium,Yes
STU00649,21,Male,2,Engineering,Hostel,78.6,4.5,8.75,1.0,2.7,2.7,2,4.2,No,Upper-Middle,5.6,4.8,7.1,9.1,6.0,5.9,No,Medium,Yes
STU00650,18,Male,3,Engineering,Day Scholar,70.5,3.5,6.87,1.0,7.3,5.5,3,5.1,Yes,Middle,4.4,6.8,6.3,6.2,7.6,5.9,Yes,Low,No
STU00651,22,Male,3,Science,Hostel,,6.0,6.98,1.0,7.5,3.2,1,9.6,No,Lower-Middle,7.0,6.8,0.2,9.2,6.3,6.2,Yes,Low,No
STU00652,21,Female,4,Engineering,Day Scholar,50.1,1.9,6.03,1.0,5.4,7.8,2,7.6,Yes,Lower-Middle,1.2,7.7,3.9,5.5,1.3,3.9,No,High,Yes
STU00653,18,Male,4,Engineering,PG/Rented,91.6,2.9,6.2,2.0,6.3,3.4,0,2.9,No,Lower-Middle,1.6,6.0,6.4,4.7,5.2,2.5,Yes,Low,Yes
STU00654,19,Female,1,Science,Hostel,67.3,3.0,7.34,0.0,2.0,3.8,5,6.8,No,Lower-Middle,,8.3,8.9,4.0,5.1,3.5,No,Medium,Yes
STU00655,25,Male,1,Science,Day Scholar,,4.2,5.32,1.0,2.1,4.5,1,6.4,,Middle,3.2,7.3,5.5,4.6,7.0,6.4,Yes,Low,No
STU00656,23,Female,3,Business,Day Scholar,91.7,5.3,7.16,2.0,7.9,10.4,3,2.8,No,Lower-Middle,8.1,7.2,5.7,4.7,8.0,1.0,No,Low,No
STU00657,23,Female,1,Arts,Day Scholar,71.8,3.3,8.92,0.0,5.4,7.7,2,4.8,Yes,Lower-Middle,2.3,5.3,5.3,3.5,5.0,0.5,No,Medium,Yes
STU00658,22,Male,2,Business,Hostel,87.7,3.0,3.81,0.0,5.7,9.0,2,3.1,No,Middle,2.4,7.1,2.9,3.7,,4.9,Yes,Medium,Yes
STU00659,24,Female,1,,Hostel,,0.8,4.64,3.0,6.6,1.5,1,0.2,,Low,3.1,7.3,6.2,6.3,6.1,6.2,Yes,Medium,Yes
STU00660,20,Male,3,Arts,Hostel,79.7,3.4,7.75,0.0,5.7,2.7,2,4.7,No,Upper-Middle,7.5,5.2,2.5,3.9,3.9,6.5,No,Low,Yes
STU00661,24,Male,1,Business,Hostel,,2.2,8.71,0.0,5.5,8.4,0,4.0,No,Middle,8.3,9.1,,1.3,4.2,2.6,No,Low,Yes
STU00662,20,Male,3,Medicine,Hostel,76.2,4.2,6.11,1.0,6.8,1.6,2,2.8,Yes,Middle,7.3,10.0,5.7,1.1,10.0,,No,Low,No
STU00663,24,Male,4,Engineering,Day Scholar,79.7,2.5,4.0,0.0,4.0,4.0,1,5.0,Yes,High,7.5,5.1,5.6,0.4,4.1,3.1,Yes,Medium,Yes
STU00664,25,Male,1,Science,Hostel,61.3,2.8,8.8,0.0,,10.0,0,0.8,Yes,Lower-Middle,8.8,5.5,2.9,1.9,2.2,3.7,No,High,Yes
STU00665,19,Female,1,Engineering,PG/Rented,73.6,0.9,5.66,0.0,5.9,3.4,6,5.1,No,Middle,0.9,5.5,4.1,2.4,,3.8,No,Low,No
STU00666,19,Female,2,Science,Day Scholar,58.7,0.3,6.29,2.0,4.7,1.5,2,5.0,Yes,Lower-Middle,2.2,,6.9,2.9,7.0,4.7,No,High,Yes
STU00667,18,Female,4,Arts,Day Scholar,64.5,6.2,7.25,0.0,,5.6,4,6.4,Yes,Upper-Middle,3.4,4.6,5.6,5.6,7.3,7.3,Yes,Low,No
STU00668,19,Male,1,Medicine,Day Scholar,48.0,3.4,,0.0,6.3,1.6,0,1.8,No,Upper-Middle,5.2,8.4,4.1,2.2,7.3,4.4,No,Low,Yes
STU00669,19,Female,2,Engineering,Day Scholar,82.0,3.8,5.57,0.0,5.7,8.2,1,9.3,No,Lower-Middle,5.2,6.3,3.4,3.0,5.8,,Yes,Low,Yes
STU00670,21,Male,1,Arts,PG/Rented,100.0,1.7,5.6,0.0,3.9,3.5,1,8.5,No,Middle,5.3,10.0,7.1,1.0,5.8,5.8,No,Low,Yes
STU00671,21,Male,3,Arts,Hostel,71.2,4.6,9.4,1.0,5.3,3.1,2,3.5,No,Low,6.9,5.9,5.6,3.5,7.5,3.1,No,Low,No
STU00672,18,Female,2,Science,Hostel,,4.3,8.42,0.0,,5.6,1,7.9,No,High,0.6,7.4,3.2,6.6,8.9,5.8,No,Low,No
STU00673,22,Male,3,Arts,PG/Rented,94.9,1.9,,0.0,8.1,4.6,1,6.7,No,Lower-Middle,4.7,4.5,5.1,4.9,2.9,5.6,No,Medium,No
STU00674,21,Female,4,Arts,Hostel,60.0,1.5,3.74,1.0,6.4,6.1,1,4.1,No,Upper-Middle,5.6,6.3,3.9,5.2,4.2,4.5,No,High,Yes
STU00675,22,Female,1,Business,Hostel,63.2,2.0,7.61,1.0,8.6,6.6,2,3.8,No,Lower-Middle,4.3,6.7,6.1,5.0,6.8,4.8,Yes,Medium,No
STU00676,17,Male,4,Business,Hostel,92.9,3.2,7.53,1.0,5.1,5.0,3,3.9,Yes,Middle,5.4,,8.0,2.2,6.0,4.4,Yes,Medium,No
STU00677,21,Male,1,Business,Hostel,76.6,3.5,5.01,1.0,,2.9,3,10.0,Yes,High,7.4,4.7,3.3,4.1,1.7,2.3,Yes,Medium,No
STU00678,25,Male,4,Engineering,Day Scholar,58.6,3.3,7.16,0.0,6.8,7.1,0,7.7,No,Upper-Middle,5.1,7.9,5.8,5.5,4.3,,Yes,Medium,No
STU00679,18,Female,3,Law,Hostel,68.4,5.3,8.27,1.0,7.1,4.0,7,4.6,No,Lower-Middle,,7.8,5.8,,6.1,6.6,Yes,Medium,Yes
STU00680,17,Male,4,Science,PG/Rented,84.3,2.1,7.6,1.0,,,2,4.8,No,Middle,7.2,3.8,1.2,5.8,5.5,5.6,No,Low,No
STU00681,25,Male,1,Law,PG/Rented,66.1,1.5,5.85,,4.9,5.8,2,6.7,No,Lower-Middle,5.6,5.7,,6.9,4.7,3.7,No,High,Yes
STU00682,25,Male,1,Engineering,Day Scholar,36.4,3.2,6.82,0.0,4.9,1.3,2,6.6,Yes,Middle,6.2,1.3,9.7,2.6,10.0,4.3,Yes,High,Yes
STU00683,25,Female,2,Medicine,Day Scholar,73.2,0.5,7.82,0.0,5.7,,2,3.1,No,Lower-Middle,6.7,6.5,5.8,1.7,5.4,2.2,Yes,Medium,Yes
STU00684,22,Male,2,Science,PG/Rented,74.4,4.3,6.88,4.0,8.4,5.9,0,5.6,No,Lower-Middle,8.9,9.3,8.2,1.1,6.0,5.4,No,Medium,No
STU00685,24,Male,1,Science,Hostel,78.1,3.4,8.56,0.0,4.7,8.0,3,3.9,No,Middle,7.7,9.4,3.0,6.8,5.8,5.2,Yes,Low,No
STU00686,17,Female,2,Arts,PG/Rented,96.9,2.7,7.35,0.0,5.4,4.4,0,5.3,Yes,Lower-Middle,6.2,9.3,4.1,1.8,5.9,4.1,Yes,Low,No
STU00687,20,Female,1,Business,PG/Rented,78.8,2.6,7.85,0.0,7.3,8.4,1,4.9,Yes,Middle,3.3,7.7,5.6,7.3,5.6,4.6,No,Medium,Yes
STU00688,17,Male,2,Science,Day Scholar,81.6,4.7,7.95,0.0,7.2,,4,7.0,No,Lower-Middle,6.0,9.0,3.8,,1.1,3.9,No,Low,No
STU00689,24,Male,4,Arts,Day Scholar,93.8,4.6,5.31,2.0,7.0,,2,4.5,No,Lower-Middle,6.3,6.1,5.6,8.7,3.4,3.5,No,Medium,No
STU00690,17,Male,2,Engineering,Hostel,78.2,2.8,6.87,0.0,6.3,9.5,3,5.2,Yes,Upper-Middle,6.8,5.4,7.5,,4.8,2.9,No,High,Yes
STU00691,19,Female,1,Business,Day Scholar,100.0,,6.33,,4.6,5.7,3,1.2,Yes,Low,3.3,9.0,3.7,4.1,,2.5,No,Low,No
STU00692,20,Male,2,Law,PG/Rented,59.0,4.6,8.26,0.0,5.2,4.4,3,5.6,No,Lower-Middle,6.7,,7.6,5.1,4.9,3.1,Yes,Low,No
STU00693,24,Female,1,Medicine,Hostel,64.0,3.7,7.45,1.0,7.9,5.8,1,3.4,No,Middle,6.8,2.6,1.7,,3.8,3.2,Yes,Medium,Yes
STU00694,22,Female,4,Law,PG/Rented,87.2,2.9,6.54,0.0,7.4,4.3,1,2.0,Yes,Middle,2.2,9.2,4.4,5.9,7.5,6.7,No,Low,No
STU00695,23,Female,1,Arts,Hostel,96.8,3.8,5.01,0.0,4.2,6.3,2,7.3,No,Middle,2.2,,5.1,2.7,8.3,3.3,No,Low,No
STU00696,24,Male,3,Engineering,Hostel,75.0,1.5,4.56,0.0,7.5,8.4,1,4.9,No,Lower-Middle,7.6,5.0,3.6,5.4,2.3,0.4,No,High,Yes
STU00697,18,Female,4,Engineering,Hostel,62.8,3.3,7.23,1.0,8.2,5.5,2,0.8,No,Lower-Middle,3.0,8.7,4.4,3.3,5.7,5.1,Yes,Low,No
STU00698,24,Female,4,Engineering,Hostel,100.0,2.8,5.8,0.0,6.3,5.7,4,3.4,No,Upper-Middle,8.5,8.4,8.3,4.5,,5.7,No,High,Yes
STU00699,19,Female,3,Engineering,Day Scholar,66.1,2.6,7.73,0.0,6.8,7.3,5,5.0,No,High,4.4,4.4,8.0,2.0,4.8,6.4,Yes,Low,No
STU00700,23,Male,4,Business,Hostel,83.1,0.4,4.5,0.0,7.7,8.1,1,5.1,No,Low,5.9,6.2,6.9,6.9,,4.8,No,High,Yes
STU00701,19,Other,4,Engineering,PG/Rented,97.7,1.6,9.03,2.0,5.2,4.5,3,,No,Middle,5.8,4.5,7.6,4.2,,2.2,No,Medium,Yes
STU00702,23,Male,3,Business,Day Scholar,71.4,2.4,7.73,1.0,9.7,5.9,1,0.0,No,Lower-Middle,3.4,4.6,4.3,7.0,2.6,2.9,Yes,Medium,Yes
STU00703,18,Male,2,Law,Hostel,68.7,4.6,6.94,1.0,8.0,7.3,2,3.9,No,Lower-Middle,8.2,0.0,3.1,3.4,2.7,5.7,No,Medium,Yes
STU00704,22,Male,3,Business,Day Scholar,69.7,3.7,9.16,0.0,7.0,6.2,4,7.1,No,Lower-Middle,4.4,,3.9,5.0,3.5,7.4,No,Medium,Yes
STU00705,19,Female,2,Medicine,PG/Rented,91.5,,8.13,3.0,6.1,1.4,2,7.8,No,Middle,5.1,6.1,,7.0,4.1,2.2,No,Low,No
STU00706,19,Male,3,Arts,Day Scholar,93.9,,6.13,,6.9,7.7,1,3.8,Yes,Lower-Middle,0.4,0.3,4.3,2.4,1.5,4.9,Yes,Low,No
STU00707,25,Male,2,Engineering,Hostel,78.5,3.7,6.91,1.0,3.9,6.7,3,8.8,No,High,,3.5,,3.1,6.2,3.4,No,Low,No
STU00708,23,Male,1,Business,PG/Rented,100.0,3.4,4.05,0.0,9.3,6.8,3,1.8,,Middle,7.6,7.8,6.1,6.8,6.6,2.9,Yes,Low,No
STU00709,21,Male,1,Engineering,PG/Rented,78.5,1.6,8.29,0.0,7.9,2.9,3,3.4,No,Lower-Middle,5.0,3.4,5.1,8.0,4.8,4.6,No,Medium,No
STU00710,23,Female,1,Business,Hostel,,6.4,6.39,0.0,8.4,5.8,4,6.8,No,Upper-Middle,3.7,6.2,5.3,5.0,9.8,4.2,No,Low,No
STU00711,25,Female,1,Science,Hostel,71.5,0.9,4.03,0.0,6.2,7.4,2,6.5,Yes,Low,3.7,2.9,7.7,,4.6,0.5,Yes,High,Yes
STU00712,17,Male,1,Engineering,Day Scholar,100.0,,5.15,1.0,5.7,3.6,3,5.0,No,Middle,6.3,7.4,2.9,4.3,8.0,4.9,Yes,Low,No
STU00713,23,Male,2,Engineering,Hostel,,4.5,8.02,1.0,5.2,4.1,1,2.8,No,Lower-Middle,7.9,5.8,7.1,9.3,2.6,5.2,No,High,Yes
STU00714,22,Female,1,Business,PG/Rented,76.1,4.6,9.06,0.0,7.4,7.4,1,2.8,,Lower-Middle,3.7,4.5,1.3,2.1,6.1,6.0,No,Low,No
STU00715,25,Male,4,Law,Hostel,99.5,1.4,,1.0,5.4,4.0,1,3.5,No,Lower-Middle,7.5,0.7,4.4,6.2,6.4,3.4,Yes,Medium,No
STU00716,17,Male,1,Science,PG/Rented,98.8,2.5,5.43,1.0,5.9,5.0,1,2.8,Yes,Low,4.6,4.5,8.5,5.3,4.0,1.3,Yes,High,Yes
STU00717,20,Other,1,Science,Day Scholar,100.0,1.9,4.81,0.0,7.0,3.2,3,5.3,No,Lower-Middle,6.2,8.0,6.1,2.5,5.9,3.7,No,Low,No
STU00718,25,Female,3,Engineering,Hostel,40.8,0.0,8.78,1.0,5.2,9.5,4,4.8,No,Low,0.9,,4.6,4.3,4.0,5.9,No,High,Yes
STU00719,20,Male,3,Science,Hostel,88.8,3.4,7.43,0.0,,6.6,2,2.7,No,High,1.3,6.0,7.3,1.0,4.8,4.3,No,Low,No
STU00720,19,,1,Science,Day Scholar,86.1,2.1,,2.0,6.2,4.9,2,4.3,No,Low,6.9,6.3,6.7,5.6,4.9,6.2,No,High,No
STU00721,25,Male,4,Arts,PG/Rented,85.1,5.6,6.0,0.0,3.9,4.5,4,0.0,No,Lower-Middle,5.6,5.0,6.6,6.0,2.5,1.9,No,Medium,No
STU00722,18,Female,4,Law,PG/Rented,81.3,4.2,7.74,0.0,5.2,2.8,2,5.7,No,High,5.9,9.2,5.1,2.0,6.6,6.1,Yes,Low,No
STU00723,20,Male,2,Business,Hostel,81.7,3.3,7.7,1.0,8.2,5.3,2,6.4,Yes,Middle,2.5,6.0,7.4,6.2,6.7,5.0,No,Low,Yes
STU00724,22,Male,2,Law,Hostel,97.2,2.4,5.54,0.0,4.8,7.0,2,3.2,No,Middle,4.0,8.5,4.2,3.5,4.7,3.8,No,Low,Yes
STU00725,18,Male,4,Medicine,Hostel,86.1,3.4,5.2,0.0,7.5,3.7,1,3.4,No,Low,1.2,7.0,4.1,3.3,6.0,6.6,Yes,Low,No
STU00726,24,Female,3,Engineering,Day Scholar,81.3,2.8,5.27,3.0,6.4,5.7,5,5.5,No,Middle,3.1,6.8,9.2,2.9,3.6,5.0,No,High,Yes
STU00727,24,Female,2,Business,Hostel,95.1,3.3,6.14,3.0,5.9,4.7,5,5.2,No,Low,4.9,4.3,4.5,6.5,2.9,2.5,No,Medium,Yes
STU00728,17,Male,4,Law,Day Scholar,84.3,6.2,5.83,0.0,10.0,8.5,0,6.5,No,Middle,5.8,10.0,1.4,1.3,4.7,6.5,No,Low,No
STU00729,19,Male,1,Engineering,Day Scholar,85.7,1.5,9.07,1.0,4.3,4.1,0,3.4,No,High,3.4,9.7,7.6,1.5,,4.0,No,Low,No
STU00730,25,Female,2,Arts,PG/Rented,100.0,2.9,6.09,1.0,5.1,7.2,2,3.7,No,Middle,6.3,10.0,8.2,3.7,5.3,4.6,No,Medium,Yes
STU00731,21,Male,1,Law,Hostel,71.5,4.3,5.05,3.0,6.2,8.6,1,4.6,No,Lower-Middle,4.9,4.1,5.0,3.8,4.6,2.8,Yes,Medium,Yes
STU00732,22,Male,3,Arts,Hostel,55.3,2.6,5.13,0.0,9.8,4.7,2,2.9,Yes,Middle,4.5,7.1,1.3,,6.2,4.4,No,Medium,No
STU00733,20,Other,3,Engineering,Day Scholar,,5.7,6.54,1.0,6.2,4.2,1,4.5,No,Middle,5.2,4.8,5.4,4.8,3.6,,Yes,Low,No
STU00734,18,Male,3,Arts,Day Scholar,81.2,4.3,4.25,0.0,6.6,7.5,3,2.9,No,Middle,9.8,7.5,9.6,4.8,2.9,4.2,No,High,Yes
STU00735,24,Female,1,Engineering,Hostel,88.8,2.0,6.72,0.0,5.7,1.6,2,5.8,No,Middle,4.6,7.1,5.9,1.4,4.8,4.6,No,Low,Yes
STU00736,22,Other,1,Arts,PG/Rented,79.6,3.5,4.93,1.0,6.7,6.4,0,3.1,No,Middle,7.2,5.6,7.0,4.5,3.7,5.7,No,High,Yes
STU00737,21,,2,Engineering,PG/Rented,89.3,2.1,8.42,3.0,5.8,2.0,2,5.5,No,Middle,6.3,6.0,7.2,0.0,3.0,1.7,Yes,Low,No
STU00738,25,Male,3,Arts,Hostel,100.0,1.9,6.96,5.0,7.2,8.2,2,7.9,No,High,4.4,10.0,7.4,5.5,7.4,6.5,Yes,Low,No
STU00739,17,Male,2,Arts,Hostel,90.0,3.0,9.77,0.0,7.4,4.9,0,5.9,Yes,Upper-Middle,1.4,6.2,9.2,6.5,10.0,6.6,No,Low,No
STU00740,21,Female,1,Science,Day Scholar,92.7,,,0.0,5.8,5.3,0,5.4,No,Lower-Middle,3.6,1.7,7.7,3.3,2.2,4.1,No,Medium,Yes
STU00741,22,Female,4,Arts,PG/Rented,76.1,4.4,2.42,0.0,4.5,3.9,0,2.3,No,Upper-Middle,,5.3,5.3,5.8,4.6,4.8,Yes,Medium,Yes
STU00742,21,Female,1,Arts,Hostel,57.2,3.2,8.84,0.0,6.3,2.0,5,7.8,Yes,Lower-Middle,4.8,4.1,3.3,4.0,5.9,5.1,Yes,Low,No
STU00743,22,Male,4,Science,Day Scholar,,4.4,7.5,0.0,8.3,8.3,3,7.2,No,Upper-Middle,8.0,4.5,6.4,7.7,1.9,4.7,No,High,Yes
STU00744,22,Female,1,Engineering,Day Scholar,70.2,3.6,7.72,0.0,5.0,5.1,2,4.7,No,Low,3.3,8.1,5.1,5.5,5.0,5.7,No,Medium,Yes
STU00745,23,Female,3,Arts,Hostel,39.3,1.3,5.4,1.0,6.7,12.6,2,4.2,No,Middle,4.7,8.5,6.9,2.7,5.2,3.7,No,Medium,Yes
STU00746,20,Female,1,Engineering,Day Scholar,85.7,3.0,6.74,0.0,4.4,,1,3.4,No,Upper-Middle,6.2,4.6,3.8,7.6,6.5,3.0,Yes,Low,No
STU00747,24,Female,4,Medicine,PG/Rented,72.3,3.1,7.06,2.0,4.6,4.1,3,8.6,No,Lower-Middle,4.4,5.3,4.9,6.8,3.9,5.4,No,Medium,Yes
STU00748,23,Female,2,Engineering,Hostel,58.3,4.4,6.47,1.0,8.2,,1,6.6,No,Upper-Middle,7.2,5.0,5.5,4.1,4.3,1.4,No,Medium,No
STU00749,25,,1,Business,Hostel,80.0,2.3,4.37,0.0,7.2,5.1,2,3.5,No,Middle,2.5,9.8,3.6,6.1,7.5,5.7,Yes,Low,No
STU00750,23,Female,2,Science,Day Scholar,66.9,1.7,10.0,0.0,6.7,9.0,0,7.2,Yes,Lower-Middle,1.5,8.5,5.6,6.1,6.4,5.9,No,Medium,Yes
STU00751,19,Male,1,Business,PG/Rented,84.8,3.1,7.97,0.0,2.7,7.7,2,7.7,Yes,Middle,4.3,8.0,7.1,4.1,7.0,2.9,No,Medium,No
STU00752,19,Male,1,Engineering,PG/Rented,88.6,2.2,7.39,1.0,5.4,2.2,4,5.0,Yes,High,4.8,4.2,9.3,5.1,,7.3,Yes,Medium,Yes
STU00753,24,Female,4,Arts,Day Scholar,67.5,2.7,8.64,0.0,,8.1,3,4.3,Yes,Lower-Middle,5.5,2.7,4.0,5.5,4.1,3.8,No,High,Yes
STU00754,21,Male,2,Arts,PG/Rented,74.4,3.1,7.7,0.0,4.0,7.0,1,3.0,Yes,Middle,5.3,9.2,7.3,3.5,8.7,3.6,No,Medium,No
